,target,day,strength,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
19,w2,10,2.7,100,0.73,0.044395945760846225,0.440302,0.026806347829572013,0.603054794520548,0.002126787253965188
306,w2,10,2.8,100,0.7,0.045825756949558406,0.42201199999999994,0.02766439181619578,0.6027514285714286,0.002513046563848344
417,w2,10,2.9,100,0.76,0.04270831300812525,0.45015200000000005,0.025334787801755902,0.5921973684210527,0.0022471326556384556
138,w2,10,3.0,100,0.69,0.04624932431938871,0.40798599999999996,0.027359053968293568,0.5911768115942029,0.0018114459590679343
20,w2,10,3.1,100,0.79,0.0407308237088326,0.4652239999999999,0.02402785138625591,0.5888151898734176,0.0020856665819049707
224,w2,10,3.2,100,0.72,0.0448998886412873,0.42019599999999996,0.026223459722927483,0.5834722222222222,0.0020361899543456957
113,w2,10,3.3,100,0.66,0.04737087712930804,0.380376,0.027325386332859046,0.5761757575757576,0.002384733026936459
266,w2,10,3.4,100,0.71,0.04537620521815371,0.41006400000000004,0.026224787645279423,0.5774619718309858,0.0018264411268453492
379,w2,10,3.5,100,0.64,0.048,0.367094,0.02755840640603154,0.5734312500000001,0.002507676568551243
286,w2,10,3.6,100,0.73,0.044395945760846225,0.41485200000000005,0.025277586850013987,0.5681945205479452,0.0024540818822570937
406,w2,10,3.7,100,0.77,0.042083250825001625,0.434852,0.023817153754384673,0.564651948051948,0.0023282998736274324
117,w2,10,3.8,100,0.67,0.04702127178203499,0.378876,0.026606641092779826,0.5653194029850745,0.002191768800222491
8,w2,10,3.9,100,0.71,0.04537620521815371,0.39380200000000004,0.025198969422577582,0.5545577464788732,0.0021334933647890754
23,w2,10,4.0,100,0.68,0.0466476151587624,0.376608,0.025857602970113063,0.5537029411764706,0.0021612924359960526
135,w2,10,4.1,100,0.64,0.048,0.35055,0.02631198667907842,0.5475593750000001,0.002378402906263252
109,w2,10,4.2,100,0.69,0.04624932431938871,0.3759699999999999,0.025231736583120872,0.544768115942029,0.002266539242455634
